gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000032468.12	Armc8	protein_coding	chr9	99360425	99450952	-	704	514	207	684	732	0.21423005138308782	-1.4056981142154112	other
ENSMUSG00000032469.13	Dbr1	protein_coding	chr9	99457852	99466554	+	273	405	168	633	642	-0.9981183054057492	-1.2847923780915322	Q3_clip_low_te_down
ENSMUSG00000032470.18	Mras	protein_coding	chr9	99267473	99319434	-	654	215	168	569	775	0.18328082315094343	-0.799102799016308	other
ENSMUSG00000032473.14	Cldn18	protein_coding	chr9	99571514	99599320	-	1	2	6	0	6	-0.777607578663552	-1.5849625007211563	Q3_clip_low_te_down
ENSMUSG00000032475.16	Nck1	protein_coding	chr9	100374346	100428187	-	291	136	82	194	227	0.6877031270965155	-0.9485523520287327	Q4_clip_high_te_down
ENSMUSG00000032477.15	Cdc25a	protein_coding	chr9	109704647	109722963	+	923	711	279	1228	1688	-0.4366227051653854	-1.8051348264501554	other
ENSMUSG00000032478.15	Nme6	protein_coding	chr9	109661817	109672184	+	101	267	202	210	252	-0.9631632318196285	-0.6626476592597212	Q3_clip_low_te_down
ENSMUSG00000032479.16	Map4	protein_coding	chr9	109760528	109913023	+	1474	6640	6607	3197	5580	-1.3509492385277064	-0.8105405193750848	Q3_clip_low_te_down
ENSMUSG00000032480.18	Dhx30	protein_coding	chr9	109913388	109946898	-	924	387	151	2021	2716	-1.1346649688924784	-1.7782168970625025	Q3_clip_low_te_down
ENSMUSG00000032481.18	Smarcc1	protein_coding	chr9	109946776	110069246	+	4471	1663	503	4267	4677	0.22206985117503963	-1.8554914801691786	other
ENSMUSG00000032482.10	Cspg5	protein_coding	chr9	110072851	110091644	+	186	185	356	155	297	-0.057261606066830346	0.006855151321155345	other
ENSMUSG00000032485.15	Scap	protein_coding	chr9	110162356	110214018	+	262	146	195	204	323	0.2141874985147244	-0.2453324041003348	other
ENSMUSG00000032487.9	Ptgs2	protein_coding	chr1	149975782	149983978	+	63	15	65	8	12	2.762960802699151	1.5138794026596736	Q1_clip_high_te_up
ENSMUSG00000032489.18	Kif9	protein_coding	chr9	110306026	110354247	+	23	15	7	20	25	0.2527660703799667	-1.3081222953623317	other
ENSMUSG00000032491.15	Nradd	protein_coding	chr9	110450203	110453520	-	92	354	259	127	134	-0.27736775684782294	-0.5261229984144209	other
ENSMUSG00000032492.15	Pth1r	protein_coding	chr9	110551153	110576213	-	1	5	8	12	15	-2.635588573791124	0.28540221886224837	other
ENSMUSG00000032494.13	Tdgf1	protein_coding	chr9	110768671	110775226	-	11786	5910	9368	6206	8772	0.8765513711701776	0.16531872685324664	other
ENSMUSG00000032495.9	Lrrc2	protein_coding	chr9	110780613	110813134	+	395	207	192	488	561	-0.1857979125461209	-0.3087183461417042	other
ENSMUSG00000032497.20	Lrrfip2	protein_coding	chr9	110946660	111054736	+	667	227	100	524	506	0.5948694583872461	-1.1243468558628025	Q4_clip_high_te_down
ENSMUSG00000032498.10	Mlh1	protein_coding	chr9	111057296	111100859	-	169	223	88	665	613	-1.6901447374132126	-1.2143379693901237	Q3_clip_low_te_down
ENSMUSG00000032500.11	Dclk3	protein_coding	chr9	111268149	111318186	+	14	5	2	13	7	0.6698513983076692	-0.19264507794239588	other
ENSMUSG00000032501.10	Trib1	protein_coding	chr15	59520199	59528948	+	25	70	42	127	199	-2.4347198651405435	-1.367338554577309	Q3_clip_low_te_down
ENSMUSG00000032504.16	Pdcd6ip	protein_coding	chr9	113480812	113537327	-	914	889	381	1378	1854	-0.5990836089658089	-1.6480294278121967	Q3_clip_low_te_down
ENSMUSG00000032507.16	Fbxl2	protein_coding	chr9	113792705	113875259	-	28	38	50	85	152	-1.8204933915167285	-0.4440999648813065	Q3_clip_low_te_down
ENSMUSG00000032508.9	Myd88	protein_coding	chr9	119165000	119170477	-	86	48	33	67	45	0.8324459030204348	0.03665388232845755	other
ENSMUSG00000032511.18	Scn5a	protein_coding	chr9	119312474	119408082	-	19	4	1	2	12	1.5443205162238105	-3.4374053123072983	Q4_clip_high_te_down
ENSMUSG00000032512.8	Wdr48	protein_coding	chr9	119723944	119755653	+	330	639	336	817	969	-1.2110511930396521	-1.1712072178382453	Q3_clip_low_te_down
ENSMUSG00000032513.9	Gorasp1	protein_coding	chr9	119754323	119766631	-	135	83	57	170	278	-0.5039259286302495	-1.2406052245944779	Q3_clip_low_te_down
ENSMUSG00000032514.12	Ttc21a	protein_coding	chr9	119766672	119796859	+	4	15	10	25	17	-1.915111102413487	-0.01005366466392291	other
ENSMUSG00000032515.9	Csrnp1	protein_coding	chr9	119800229	119813724	-	124	176	85	389	450	-1.5277852842566093	-1.2509941048866697	Q3_clip_low_te_down
ENSMUSG00000032517.17	Mobp	protein_coding	chr9	119978773	120010550	+	84	68	36	173	142	-0.6765556726652576	-0.6159989320788803	Q3_clip_low_te_down
ENSMUSG00000032518.7	Rpsa	protein_coding	chr9	119956755	119961435	+	1433	2101	1430	2165	3139	-0.6651872301903429	-1.0904703134061728	Q3_clip_low_te_down
ENSMUSG00000032519.12	Slc25a38	protein_coding	chr9	119939440	119953570	+	287	125	111	241	417	0.02599520853294467	-0.9584208962486007	other
ENSMUSG00000032525.16	Nktr	protein_coding	chr9	121548235	121585909	+	636	79	52	1001	1142	-0.5292199487941593	-0.783950535343433	Q3_clip_low_te_down
ENSMUSG00000032526.12	Ss18l2	protein_coding	chr9	121539395	121542454	+	79	160	113	130	172	-0.7036069972197752	-0.8992320900491496	Q3_clip_low_te_down
ENSMUSG00000032527.14	Pccb	protein_coding	chr9	100864085	100916951	-	279	478	349	405	622	-0.6553518286125539	-1.0704231697426771	Q3_clip_low_te_down
ENSMUSG00000032528.6	Vipr1	protein_coding	chr9	121471782	121502020	+	29	7	7	6	12	1.8073549220576042	-0.8930847960834878	Q4_clip_high_te_down
ENSMUSG00000032531.16	Amotl2	protein_coding	chr9	102593871	102610617	+	149	238	129	317	428	-1.0937533209569084	-1.3104498771674844	Q3_clip_low_te_down
ENSMUSG00000032534.19	Cep63	protein_coding	chr9	102461787	102503733	-	276	100	48	390	256	-0.0037154154989884327	-0.4381013905231125	other
ENSMUSG00000032536.13	Trak1	protein_coding	chr9	121126568	121303984	+	806	135	150	930	1595	-0.42439266433054684	-0.6266656805888128	other
ENSMUSG00000032537.16	Ephb1	protein_coding	chr9	101799327	102231892	-	11	3	8	2	2	2.222392421336448	1.1699250014423124	Q1_clip_high_te_up
ENSMUSG00000032540.17	Abhd5	protein_coding	chr9	122180673	122210589	+	59	57	52	66	106	-0.31366047890376164	-0.8054383365077474	other
ENSMUSG00000032547.13	Ryk	protein_coding	chr9	102712116	102785504	+	915	123	186	563	683	0.7761939905711435	0.31439698701365715	Q1_clip_high_te_up
ENSMUSG00000032548.15	Slco2a1	protein_coding	chr9	102865911	102973201	+	23	8	14	5	29	0.6374299206152918	-1.5849625007211563	Q4_clip_high_te_down
ENSMUSG00000032549.8	Rab6b	protein_coding	chr9	102988986	103062475	+	396	103	71	143	404	0.7547252794742071	-2.0223678130284544	Q4_clip_high_te_down
ENSMUSG00000032551.8	1110059G10Rik	protein_coding	chr9	122774154	122780065	-	21	72	58	54	79	-1.3949915570770854	-0.8477498908808788	Q3_clip_low_te_down
ENSMUSG00000032553.15	Srprb	protein_coding	chr9	103065231	103079336	-	760	528	630	381	572	0.8947881419168824	-0.330590217852633	Q4_clip_high_te_down
ENSMUSG00000032554.16	Trf	protein_coding	chr9	103081200	103107643	-	426	1235	1305	321	356	0.5532169167122066	-0.06938723227242646	other
ENSMUSG00000032555.11	Topbp1	protein_coding	chr9	103182414	103227627	+	2930	572	320	3112	3567	0.033721330517043416	-1.032771880085727	other
ENSMUSG00000032557.14	Uba5	protein_coding	chr9	103923798	103940333	-	266	337	176	584	785	-1.137924502755224	-1.3593665739870264	Q3_clip_low_te_down
ENSMUSG00000032558.20	Nphp3	protein_coding	chr9	103879743	103921017	+	196	58	13	221	306	-0.20267967132120154	-2.5429671063243107	other
ENSMUSG00000032560.15	Dnajc13	protein_coding	chr9	104028481	104140129	-	6265	353	194	3437	4114	0.9528874041618808	-1.1195981221643139	Q4_clip_high_te_down
ENSMUSG00000032561.16	Acpp	protein_coding	chr9	104165450	104214947	-	144	32	59	68	106	0.9428698927140852	0.22955394662708714	other
ENSMUSG00000032562.14	Gnai2	protein_coding	chr9	107491324	107512566	-	1108	1077	1205	1588	2955	-0.8126285075833114	-0.7336544156500526	Q3_clip_low_te_down
ENSMUSG00000032563.17	Mrpl3	protein_coding	chr9	104930438	104957087	+	532	873	407	785	477	-0.023396604081479	-0.38154543325124474	other
ENSMUSG00000032565.10	Nudt16	protein_coding	chr9	105006102	105009023	-	28	17	6	43	47	-0.44318853959299276	-1.4881009614685672	other
ENSMUSG00000032567.17	Aste1	protein_coding	chr9	105272591	105289428	+	150	39	32	189	135	0.11206900643044945	0.20485879155169953	other
ENSMUSG00000032570.18	Atp2c1	protein_coding	chr9	105280738	105404518	-	4933	768	868	1318	1449	2.0557850832696407	0.03976424320182159	other
ENSMUSG00000032571.15	Pik3r4	protein_coding	chr9	105520177	105564856	+	1229	514	287	1222	1583	0.032021673050525806	-1.2116515521804911	other
ENSMUSG00000032572.10	Col6a4	protein_coding	chr9	105866653	105973982	-	10	28	16	39	57	-1.932885804141463	-1.3065710541174425	Q3_clip_low_te_down
ENSMUSG00000032575.17	Manf	protein_coding	chr9	106715511	106769178	-	5212	1929	1762	1126	1306	2.321177113218732	-0.34433999845847335	Q4_clip_high_te_down
ENSMUSG00000032577.17	Mapkapk3	protein_coding	chr9	107132126	107167076	-	1391	252	219	574	829	1.2089815020768877	-0.7311832415721999	Q4_clip_high_te_down
ENSMUSG00000032578.8	Cish	protein_coding	chr9	107173225	107179983	+	38	25	11	24	41	0.441705449740924	-1.8639384504239718	other
ENSMUSG00000032579.15	Hemk1	protein_coding	chr9	107204283	107215549	-	185	227	164	329	341	-0.6307661903342809	-0.5180981005590081	Q3_clip_low_te_down
ENSMUSG00000032580.13	Rbm5	protein_coding	chr9	107617570	107648195	-	668	354	131	1280	1202	-0.6701946362425726	-1.3366472618680207	Q3_clip_low_te_down
ENSMUSG00000032582.15	Rbm6	protein_coding	chr9	107650758	107750436	-	890	226	100	987	1247	-0.10503042998482018	-1.505371991816691	other
ENSMUSG00000032583.8	Mon1a	protein_coding	chr9	107765350	107780338	+	4	52	30	67	80	-3.6748480042383513	-1.0261113058106095	Q3_clip_low_te_down
ENSMUSG00000032584.13	Mst1r	protein_coding	chr9	107784072	107797582	+	0	3	8	0	3	-1.0995356735509143	-0.8300749985576876	Q3_clip_low_te_down
ENSMUSG00000032586.10	Traip	protein_coding	chr9	107827335	107849469	+	240	248	145	459	769	-1.1291608426601927	-1.513401957825952	Q3_clip_low_te_down
ENSMUSG00000032589.15	Bsn	protein_coding	chr9	107973221	108067583	-	11	36	20	9	33	-0.6520766965796931	-2.582670689213167	Q3_clip_low_te_down
ENSMUSG00000032590.15	Apeh	protein_coding	chr9	107962612	107971805	-	144	203	72	448	667	-1.7231119591319324	-2.0557334408243837	Q3_clip_low_te_down
ENSMUSG00000032591.16	Mst1	protein_coding	chr9	107957635	107962202	+	4	2	8	7	16	-1.0995356735509143	0.49749965947081687	Q2_clip_low_te_up
ENSMUSG00000032593.6	Amigo3	protein_coding	chr9	107930358	107932900	+	0	4	4	6	6	-2.584962500721156	0.0	other
ENSMUSG00000032594.12	Ip6k1	protein_coding	chr9	107879700	107925981	+	215	71	49	557	899	-1.5324950808270208	-1.2157286910554372	Q3_clip_low_te_down
ENSMUSG00000032598.9	Nckipsd	protein_coding	chr9	108685567	108696043	+	91	69	39	199	255	-1.0869356367712808	-1.1634987322828794	Q3_clip_low_te_down
ENSMUSG00000032599.13	Ip6k2	protein_coding	chr9	108660995	108683536	+	40	123	74	239	364	-2.6608469062074254	-1.3302396780498555	Q3_clip_low_te_down
ENSMUSG00000032601.14	Prkar2a	protein_coding	chr9	108566513	108627635	+	1414	199	199	846	1162	0.7159989729894016	-0.45741722214101993	Q4_clip_high_te_down
ENSMUSG00000032602.7	Slc25a20	protein_coding	chr9	108539287	108561840	+	590	418	762	442	1000	-0.06644828537319056	-0.3113305571457965	other
ENSMUSG00000032604.17	Qars	protein_coding	chr9	108384905	108393140	+	1371	4143	2548	2679	3768	-1.0104025666981333	-1.1930414239835738	Q3_clip_low_te_down
ENSMUSG00000032606.8	Nicn1	protein_coding	chr9	108167628	108173697	+	115	91	80	135	219	-0.39536001450237757	-0.8776088254467085	other
ENSMUSG00000032607.13	Amt	protein_coding	chr9	108174052	108179501	+	642	1065	874	823	1402	-0.5698184941233945	-1.0526512824761654	Q3_clip_low_te_down
ENSMUSG00000032609.13	Klhdc8b	protein_coding	chr9	108324835	108338780	-	20	17	4	20	31	-0.11321061044799076	-2.4556794837761897	other
ENSMUSG00000032611.10	1700102P08Rik	protein_coding	chr9	108270004	108288133	+	51	17	5	28	8	1.6749046260339546	0.10309349296410342	other
ENSMUSG00000032612.15	Usp4	protein_coding	chr9	108225052	108269744	+	517	707	337	1215	1889	-1.3616414053642991	-1.7029691194656624	Q3_clip_low_te_down
ENSMUSG00000032615.15	Nt5m	protein_coding	chr11	59730273	59771794	+	7	42	25	50	64	-2.635588573791124	-1.0757675076179647	Q3_clip_low_te_down
ENSMUSG00000032621.9	Srek1	protein_coding	chr13	103875856	103911116	-	715	525	264	812	957	-0.08414029815120967	-1.2258407435028933	other
ENSMUSG00000032623.10	Oas1d	protein_coding	chr5	121052599	121059715	+	36	8	2	30	18	0.7879895971906731	-0.8786937037778667	Q4_clip_high_te_down
ENSMUSG00000032624.17	Eml4	protein_coding	chr17	83658360	83787790	+	1986	402	206	1905	2318	0.13403295252920908	-1.2441037717647039	other
ENSMUSG00000032625.15	Thsd7a	protein_coding	chr6	12311609	12749409	-	8	1	11	0	5	1.5849625007211563	0.0	other
ENSMUSG00000032633.13	Flcn	protein_coding	chr11	59682234	59700842	-	282	455	347	818	1399	-1.7486432880286809	-1.1634379885073336	Q3_clip_low_te_down
ENSMUSG00000032637.16	Atxn2l	protein_coding	chr7	126090880	126102609	-	1663	1531	774	2756	3551	-0.7003634959753953	-1.3486803961032723	Q3_clip_low_te_down
ENSMUSG00000032640.11	Chsy1	protein_coding	chr7	65759263	65823546	+	2188	64	90	321	397	2.8265955641877194	0.17971908474120984	other
ENSMUSG00000032641.19	Gpr19	protein_coding	chr6	134846056	134875541	-	151	138	219	139	191	0.09528050343310861	0.20673915702496237	other
ENSMUSG00000032643.13	Fhl3	protein_coding	chr4	124594494	124602404	+	41	62	27	25	77	-0.0857298740258838	-2.7548875021634682	other
ENSMUSG00000032648.15	Pygm	protein_coding	chr19	6434429	6448489	+	2	14	7	36	27	-3.21501289097085	-0.504792152037173	Q3_clip_low_te_down
ENSMUSG00000032649.15	Colgalt2	protein_coding	chr1	152275581	152386446	+	16	5	14	3	15	0.987927167699425	-0.6780719051126377	Q4_clip_high_te_down
ENSMUSG00000032652.14	Crebl2	protein_coding	chr6	134807117	134835894	+	100	15	17	124	220	-0.554024323548482	-0.6521932732870322	Q3_clip_low_te_down
ENSMUSG00000032656.15	Marchf3	protein_coding	chr18	56894788	57058620	-	14	11	22	17	20	-0.15611920191728165	0.7162070339994089	other
ENSMUSG00000032657.16	Fam189b	protein_coding	chr3	89090450	89096602	+	53	54	83	85	130	-0.7842713089445628	0.0037994624187483424	other
ENSMUSG00000032661.10	Oas3	protein_coding	chr5	120891163	120915726	-	23	34	27	45	76	-1.1351595832816357	-1.0651526795252508	Q3_clip_low_te_down
ENSMUSG00000032666.17	1700025G04Rik	protein_coding	chr1	151728154	151965876	-	365	29	12	250	273	0.7019186470670057	-1.3329394064771813	Q4_clip_high_te_down
ENSMUSG00000032667.18	Pon2	protein_coding	chr6	5264147	5298455	-	188	38	100	30	79	1.9902189792074145	0.005077479389059238	other
ENSMUSG00000032673.6	Prorsd1	protein_coding	chr11	29461757	29465033	-	62	188	150	157	159	-1.1132106104479909	-0.34198503160625315	Q3_clip_low_te_down
ENSMUSG00000032679.13	Cd59a	protein_coding	chr2	103926146	103945699	+	93	110	138	50	94	0.5871567141340681	-0.5729050599860505	Q4_clip_high_te_down
ENSMUSG00000032688.10	Malt1	protein_coding	chr18	65564009	65612138	+	166	79	40	292	257	-0.49981179476065724	-0.7808464912702848	other
ENSMUSG00000032690.17	Oas2	protein_coding	chr5	120868398	120887918	-	29	36	29	44	68	-0.7036069972197752	-0.9192341304689254	Q3_clip_low_te_down
ENSMUSG00000032691.15	Nlrp3	protein_coding	chr11	59432394	59457782	+	5	5	10	6	32	-1.514573172829758	-1.3625700793847082	Q3_clip_low_te_down
ENSMUSG00000032698.16	Lmo2	protein_coding	chr2	103788331	103812223	+	0	4	7	4	37	-4.20387233336565	-2.2479275134435857	Q3_clip_low_te_down
ENSMUSG00000032702.17	Kank1	protein_coding	chr19	25214339	25411860	+	697	157	119	456	716	0.47225895443604804	-1.0466691062124196	other
ENSMUSG00000032705.10	Exd2	protein_coding	chr12	80509869	80547001	+	1247	222	209	437	583	1.5106151592610748	-0.5016918815330258	Q4_clip_high_te_down
ENSMUSG00000032712.17	Resf1	protein_coding	chr6	149210912	149237161	+	3047	1022	597	1470	1721	1.1553427712596764	-1.0018766516892375	Q4_clip_high_te_down
ENSMUSG00000032714.7	Syde1	protein_coding	chr10	78420337	78427798	-	6	5	2	3	15	-0.29218075149331035	-3.0	other
ENSMUSG00000032715.10	Trib3	protein_coding	chr2	152179342	152185952	-	259	176	97	586	219	-0.4116646289128778	0.5629612736176033	other
ENSMUSG00000032717.15	Mdfi	protein_coding	chr17	48126253	48145616	-	31	45	27	84	82	-1.1699250014423124	-0.6818555292086318	Q3_clip_low_te_down
ENSMUSG00000032718.5	Mansc1	protein_coding	chr6	134586170	134609451	-	33	42	106	14	33	0.6951454184715792	0.1346299860572281	other
ENSMUSG00000032724.6	Abtb2	protein_coding	chr2	103396655	103548768	+	42	35	12	60	112	-0.7942863198101822	-2.3589269081535216	Q3_clip_low_te_down
ENSMUSG00000032726.13	Bmp8a	protein_coding	chr4	123206438	123237045	-	11	16	23	15	29	-0.7162070339994087	-0.4093909361377018	Q3_clip_low_te_down
ENSMUSG00000032727.15	Mier3	protein_coding	chr13	111817513	111855130	+	554	352	279	440	869	-0.01771558764783809	-1.3144781015047837	other
ENSMUSG00000032733.7	Snx33	protein_coding	chr9	56824477	56835655	-	10	6	5	9	22	-0.36257007938470825	-1.4240262825060983	other
ENSMUSG00000032735.16	Ablim3	protein_coding	chr18	61932463	62044895	-	1	4	3	9	18	-2.635588573791124	-1.2479275134435857	Q3_clip_low_te_down
ENSMUSG00000032737.14	Inppl1	protein_coding	chr7	101471839	101487436	-	364	361	241	853	1313	-1.3480039662500438	-1.2026399505104501	Q3_clip_low_te_down
ENSMUSG00000032740.18	Ccdc88a	protein_coding	chr11	29323658	29460808	+	1686	210	188	927	1060	0.9848091187902697	-0.35208471027330507	Q4_clip_high_te_down
ENSMUSG00000032741.10	Tpcn1	protein_coding	chr5	120672218	120726738	-	608	264	319	256	377	1.1620780575832523	-0.28453832959039366	other
ENSMUSG00000032743.16	Katnip	protein_coding	chr7	125307060	125473965	+	133	60	28	179	257	-0.486305447806953	-1.5921305015288936	other
ENSMUSG00000032745.19	Gpbp1	protein_coding	chr13	111562214	111626645	-	1736	396	238	1283	1149	0.7356610073331123	-0.5731170478716436	Q4_clip_high_te_down
ENSMUSG00000032750.14	Gab3	protein_coding	chrX	74010449	74129064	-	10	7	3	4	6	1.096861539252589	-1.485426827170242	Q4_clip_high_te_down
ENSMUSG00000032754.15	Slc8b1	protein_coding	chr5	120649233	120672089	+	210	297	399	223	297	-0.08441438652625119	0.012874070908005839	other
ENSMUSG00000032757.7	Bet1	protein_coding	chr6	4076899	4086972	-	182	148	125	169	209	0.1682366512895426	-0.546743178490666	other
ENSMUSG00000032763.12	Ilvbl	protein_coding	chr10	78410180	78420336	+	133	103	122	98	175	0.1851938033821984	-0.5880002113595401	other
ENSMUSG00000032766.10	Gng11	protein_coding	chr6	4003904	4008445	+	5	7	2	1	0	2.222392421336448	-0.4150374992788438	Q4_clip_high_te_down
ENSMUSG00000032769.6	Trpa1	protein_coding	chr1	14942872	14989086	-	66	50	52	58	60	0.38159101618570185	0.007400824390658561	other
ENSMUSG00000032773.10	Chrm1	protein_coding	chr19	8641153	8660951	+	5	1	1	9	13	-0.777607578663552	-0.48542682717024194	Q3_clip_low_te_down
ENSMUSG00000032776.10	Mctp2	protein_coding	chr7	71727578	71956356	-	173	31	33	49	86	1.5673038342246497	-0.7116244648236643	Q4_clip_high_te_down
ENSMUSG00000032777.10	Gtf3c1	protein_coding	chr7	125240126	125306952	-	2257	409	234	2135	2808	0.09146738646297582	-1.1981081303792906	other
ENSMUSG00000032782.20	Cntrob	protein_coding	chr11	69190313	69214601	-	303	257	183	777	1061	-1.3751701161643417	-0.9366070051842028	Q3_clip_low_te_down
ENSMUSG00000032783.10	Troap	protein_coding	chr15	98972456	98981290	+	22	155	58	311	461	-3.85023537875095	-1.9691059920542162	Q3_clip_low_te_down
ENSMUSG00000032786.17	Alas1	protein_coding	chr9	106110654	106125853	-	300	617	258	447	711	-0.7238969919187844	-1.9230332491266147	Q3_clip_low_te_down
ENSMUSG00000032788.16	Pdxk	protein_coding	chr10	78272578	78300809	-	182	144	87	300	332	-0.5702467705189168	-0.8662361616891975	Q3_clip_low_te_down
ENSMUSG00000032796.9	Lama1	protein_coding	chr17	68004254	68129642	+	6543	5123	6806	1548	2367	1.9628160413274505	-0.20258330278753425	other
ENSMUSG00000032802.9	Srxn1	protein_coding	chr2	151947436	151953296	+	112	87	120	248	602	-1.6921382364742026	-0.8165806411947066	Q3_clip_low_te_down
ENSMUSG00000032803.16	Cdv3	protein_coding	chr9	103230293	103243039	-	7487	900	462	4853	5000	0.8261169849890044	-1.0035574091097414	Q4_clip_high_te_down
ENSMUSG00000032806.14	Slc10a3	protein_coding	chrX	73412823	73416955	-	149	46	69	17	18	3.2417577462033793	0.4966916532660558	Q1_clip_high_te_up
ENSMUSG00000032807.6	Alox12b	protein_coding	chr11	69047815	69060618	+	0	8	11	12	25	-4.0630097975258	-0.5849625007211561	Q3_clip_low_te_down
ENSMUSG00000032812.19	Arap1	protein_coding	chr7	100997274	101061793	+	153	394	229	625	826	-2.015640025601492	-1.1819434643587468	Q3_clip_low_te_down
ENSMUSG00000032815.17	Fanca	protein_coding	chr8	123995039	124045315	-	372	464	238	901	1160	-1.2451038642947991	-1.3243887316248306	Q3_clip_low_te_down
ENSMUSG00000032816.16	Igdcc4	protein_coding	chr9	65008768	65045222	+	54	25	39	41	107	-0.22506655563477343	-0.7410817026384381	other
ENSMUSG00000032818.17	Loxhd1	protein_coding	chr18	77369654	77530626	+	0	3	2	2	5	-1.9475325801058645	-1.415037499278844	Q3_clip_low_te_down
ENSMUSG00000032826.20	Ank2	protein_coding	chr3	126715261	127292999	-	698	132	70	299	441	1.136265690091081	-1.4646191848920582	Q4_clip_high_te_down
ENSMUSG00000032827.16	Ppp1r9a	protein_coding	chr6	4902917	5165661	+	699	55	27	460	563	0.6721953387759686	-1.2909284119694555	Q4_clip_high_te_down
ENSMUSG00000032834.12	Pwp2	protein_coding	chr10	78006743	78020983	-	661	479	151	1457	1649	-1.0086909602640441	-1.8374383869711741	Q3_clip_low_te_down
ENSMUSG00000032839.14	Trpc1	protein_coding	chr9	95587135	95632428	-	63	13	16	10	35	1.6678035696588107	-1.4303854636122797	Q4_clip_high_te_down
ENSMUSG00000032840.8	Spring1	protein_coding	chr5	118383292	118404158	+	505	102	106	186	222	1.525905896525312	-0.19903898081473953	other
ENSMUSG00000032841.16	Prr5l	protein_coding	chr2	101544630	101713372	-	26	20	12	39	52	-0.5618788876081148	-1.097870064313505	Q3_clip_low_te_down
ENSMUSG00000032842.14	Abcc10	protein_coding	chr17	46614147	46639278	-	126	135	161	127	241	-0.3203043524076983	-0.6664760756403092	other
ENSMUSG00000032845.17	Alpk2	protein_coding	chr18	65398600	65527137	-	1	13	4	99	101	-5.435819061415347	-1.5139959793670128	Q3_clip_low_te_down
ENSMUSG00000032846.13	Zswim6	protein_coding	chr13	107861152	108026598	-	412	205	168	343	379	0.41254450567268797	-0.429211944529884	other
ENSMUSG00000032849.15	Abcc4	protein_coding	chr14	118720104	118943631	-	5279	1969	2302	1534	1813	1.8791999748755481	-0.015617018821873621	other
ENSMUSG00000032850.17	Rnft2	protein_coding	chr5	118328801	118383181	-	142	63	91	64	178	0.4515264205519513	-0.9378860081787891	other
ENSMUSG00000032854.13	Ugt8a	protein_coding	chr3	125658920	125732268	-	267	77	173	71	127	1.6446254220194958	0.3274662784287923	Q1_clip_high_te_up
ENSMUSG00000032855.7	Pkd1	protein_coding	chr17	24768808	24815482	+	207	72	142	263	439	-0.536599479159757	0.23308118373216621	other
ENSMUSG00000032860.6	P2ry2	protein_coding	chr7	100645775	100662073	-	58	20	34	44	81	0.11635078392612333	-0.12873331412220293	other
ENSMUSG00000032867.9	Fbxw8	protein_coding	chr5	118203030	118293529	-	389	265	111	740	800	-0.7608643148289757	-1.3602562135464618	Q3_clip_low_te_down
ENSMUSG00000032869.16	Psmf1	protein_coding	chr2	151557732	151586106	-	167	341	156	345	375	-0.8811451827719626	-1.2431923900351836	Q3_clip_low_te_down
ENSMUSG00000032870.9	Smap2	protein_coding	chr4	120825514	120874444	-	157	271	134	408	485	-1.2795707026380676	-1.2595027148635403	Q3_clip_low_te_down
ENSMUSG00000032872.17	Cyb5r4	protein_coding	chr9	86904067	86959827	+	367	148	82	440	373	0.07529812827502087	-0.6063887034453529	other
ENSMUSG00000032875.9	Arhgef17	protein_coding	chr7	100518959	100581314	-	426	32	18	245	573	0.2810045814514923	-2.018859027251316	other
ENSMUSG00000032878.17	Ccdc85a	protein_coding	chr11	28335685	28534324	-	129	62	104	118	297	-0.45914333907976096	-0.587385162988012	other
ENSMUSG00000032883.16	Acsl3	protein_coding	chr1	78635542	78685460	+	8749	1525	1197	1766	1630	2.586989585759281	-0.23358179620601224	other
ENSMUSG00000032889.8	Gm6685	processed_pseudogene	chr11	28289128	28289814	-	29	3	3	21	8	1.1750867065580914	1.2895066171949847	Q1_clip_high_te_up
ENSMUSG00000032890.18	Rims3	protein_coding	chr4	120712013	120753776	+	277	28	17	261	314	0.16890598541447285	-0.9538410105350884	other
ENSMUSG00000032897.18	Nfyc	protein_coding	chr4	120614635	120688769	-	185	289	189	425	593	-1.2328022044143787	-1.0896629822589143	Q3_clip_low_te_down
ENSMUSG00000032898.10	Fbxo21	protein_coding	chr5	118114795	118148266	+	390	333	145	823	1045	-1.0354053361311988	-1.538046342657758	Q3_clip_low_te_down
ENSMUSG00000032899.15	Styk1	protein_coding	chr6	131276105	131330560	-	12	3	4	1	9	1.3378696387563838	-2.0	Q4_clip_high_te_down
ENSMUSG00000032902.2	Slc16a1	protein_coding	chr3	104545984	104565778	+	6587	3690	3920	1706	2055	2.0303496869949216	-0.18116730189515926	other
ENSMUSG00000032905.6	Atg12	protein_coding	chr18	46863211	46874647	-	847	270	181	707	619	0.5752734445527222	-0.38287325634641545	Q4_clip_high_te_down
ENSMUSG00000032908.10	Sgpp2	protein_coding	chr1	78286982	78396926	+	29	0	12	9	38	0.5145731728297582	1.736965594166206	Q1_clip_high_te_up
ENSMUSG00000032911.7	Cspg4	protein_coding	chr9	56772317	56807154	+	30	4	15	3	2	3.3692338096657193	2.0931094043914813	Q1_clip_high_te_up
